,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa)
7590,50.0,34.0,34.0,20.1,5.44,96.0,9.64,100.97
7591,71.0,13.0,67.0,21.06,6.86,95.5,13.16,100.98
7592,15.0,18.0,25.0,22.01,8.29,95.01,16.67,101.0
7593,18.0,23.0,47.0,21.78,8.17,92.88,15.7,101.0
7594,41.0,38.0,34.0,21.54,8.05,90.75,14.72,101.01
7595,22.0,12.0,70.0,22.38,8.44,87.04,15.87,101.0
7596,70.0,10.0,61.0,23.22,8.84,83.32,17.02,101.0
7597,28.0,41.0,30.0,23.06,8.61,82.04,16.84,101.0
7598,26.0,25.0,35.0,22.9,8.38,80.75,16.67,101.0
7599,44.0,8.0,23.0,23.13,7.92,80.14,15.65,101.0
7600,88.0,11.0,59.0,23.36,7.46,79.53,14.63,101.0
7601,44.0,3.0,32.0,24.6,7.78,74.48,16.4,101.02
7602,85.0,7.0,20.0,25.83,8.09,69.43,18.18,101.03
7603,36.0,21.0,50.0,26.79,8.09,65.54,17.37,101.04
7604,16.0,30.0,42.0,27.75,8.09,61.65,16.55,101.04
7605,67.0,35.0,23.0,27.81,8.34,60.22,17.95,101.04
7606,17.0,24.0,38.0,27.87,8.6,58.79,19.35,101.04
7607,70.0,18.0,63.0,28.56,8.98,56.34,17.84,101.04
7608,35.0,11.0,51.0,29.25,9.35,53.9,16.33,101.04
7609,22.0,9.0,44.0,29.03,8.94,53.48,18.51,101.04
7610,79.0,36.0,22.0,28.81,8.54,53.06,20.69,101.05
7611,64.0,24.0,39.0,29.64,8.36,51.48,27.01,101.06
7612,37.0,41.0,46.0,30.48,8.17,49.89,33.33,101.06
7613,65.0,4.0,30.0,31.02,8.33,48.14,32.66,101.07
7614,35.0,45.0,53.0,31.56,8.49,46.39,32.0,101.08
7615,64.0,40.0,28.0,31.89,8.62,45.98,29.48,101.07
7616,51.0,44.0,54.0,32.22,8.74,45.58,26.97,101.07
7617,46.0,9.0,20.0,32.47,8.93,44.84,29.9,101.07
7618,42.0,37.0,32.0,32.71,9.11,44.1,32.84,101.06
7619,62.0,6.0,35.0,32.96,9.3,43.36,35.78,101.06
7620,47.0,37.0,41.0,33.2,9.48,42.62,38.71,101.06
7621,2.0,9.0,35.0,33.35,9.88,42.04,42.89,101.05
7622,40.0,37.0,48.0,33.5,10.28,41.47,47.06,101.04
7623,49.0,11.0,32.0,33.66,9.56,41.18,43.53,101.04
7624,64.0,28.0,29.0,33.81,8.84,40.88,40.0,101.03
7625,85.0,24.0,61.0,34.08,8.22,40.39,37.39,101.02
7626,12.0,8.0,62.0,34.36,7.61,39.9,34.78,101.02
7627,89.0,33.0,31.0,34.86,7.45,38.36,40.03,101.02
7628,61.0,23.0,45.0,35.35,7.29,36.81,45.28,101.02
7629,76.0,25.0,25.0,34.82,9.72,37.98,49.3,101.02
7630,41.0,43.0,44.0,34.29,12.16,39.14,53.33,101.02
7631,84.0,2.0,68.0,34.34,11.47,39.77,46.34,101.0
7632,51.0,34.0,41.0,34.39,10.78,40.4,39.34,100.99
7633,65.0,27.0,44.0,34.02,11.24,41.2,49.67,100.99
7634,62.0,19.0,50.0,33.64,11.69,41.99,60.0,100.99
7635,26.0,44.0,23.0,33.38,12.12,42.46,60.0,100.99
7636,54.0,13.0,69.0,33.12,12.55,42.94,60.0,100.99
7637,23.0,26.0,23.0,32.97,13.16,43.22,58.57,100.98
7638,45.0,23.0,28.0,32.83,13.76,43.5,57.14,100.97
7639,78.0,8.0,66.0,31.82,13.8,45.68,59.34,100.96
7640,27.0,33.0,32.0,30.82,13.85,47.85,61.54,100.96
7641,25.0,12.0,68.0,29.66,13.86,51.47,56.86,100.95
7642,65.0,0.0,38.0,28.51,13.87,55.09,52.17,100.94
7643,90.0,35.0,66.0,28.6,13.9,54.96,56.86,100.94
7644,87.0,33.0,51.0,28.68,13.92,54.82,61.54,100.93
7645,19.0,1.0,65.0,28.78,13.88,54.82,53.84,100.92
7646,24.0,28.0,30.0,28.87,13.84,54.83,46.15,100.91
7647,33.0,9.0,53.0,29.5,13.84,53.4,51.64,100.9
7648,21.0,39.0,30.0,30.13,13.83,51.98,57.14,100.9
7649,56.0,37.0,61.0,30.35,14.52,50.64,57.84,100.89
7650,38.0,8.0,58.0,30.58,15.2,49.3,58.54,100.88
7651,43.0,26.0,25.0,30.23,14.9,50.51,60.85,100.87
7652,27.0,22.0,56.0,29.88,14.6,51.72,63.16,100.86
7653,83.0,30.0,22.0,29.57,14.76,52.24,59.48,100.85
7654,60.0,36.0,37.0,29.26,14.93,52.75,55.81,100.85
7655,72.0,7.0,68.0,29.23,15.06,53.52,42.36,100.85
7656,77.0,8.0,25.0,29.2,15.2,54.3,28.92,100.85
7657,69.0,44.0,57.0,28.86,16.04,55.2,30.9,100.84
7658,43.0,33.0,59.0,28.52,16.88,56.11,32.88,100.84
7659,79.0,24.0,38.0,27.87,16.74,58.4,56.44,100.83
7660,42.0,28.0,38.0,27.22,16.61,60.68,80.0,100.82
7661,5.0,0.0,32.0,27.34,15.86,60.7,75.3,100.82
7662,12.0,16.0,29.0,27.47,15.11,60.71,70.59,100.82
7663,89.0,36.0,46.0,27.58,16.92,60.58,76.68,100.82
7664,23.0,10.0,20.0,27.69,18.74,60.44,82.76,100.81
7665,14.0,5.0,51.0,27.58,20.76,60.55,87.54,100.81
7666,57.0,40.0,50.0,27.48,22.78,60.66,92.31,100.81
7667,68.0,3.0,53.0,27.44,19.83,61.26,86.16,100.81
7668,16.0,4.0,57.0,27.39,16.88,61.86,80.0,100.81
7669,86.0,27.0,39.0,27.53,16.6,61.46,81.38,100.8
7670,23.0,10.0,25.0,27.67,16.32,61.05,82.76,100.79
7671,37.0,29.0,28.0,27.52,16.24,61.76,82.76,100.79
7672,28.0,25.0,53.0,27.36,16.15,62.47,82.76,100.79
7673,80.0,20.0,61.0,26.98,16.8,63.36,77.74,100.79
7674,20.0,33.0,44.0,26.61,17.46,64.25,72.73,100.79
7675,7.0,13.0,61.0,26.54,17.84,64.96,82.52,100.78
7676,46.0,18.0,25.0,26.47,18.23,65.68,92.31,100.78
7677,90.0,7.0,57.0,26.22,17.46,66.56,83.66,100.78
7678,47.0,22.0,67.0,25.98,16.7,67.45,75.0,100.78
7679,27.0,43.0,51.0,25.96,17.3,67.72,83.66,100.78
7680,17.0,39.0,42.0,25.95,17.9,67.98,92.31,100.77
7681,13.0,23.0,23.0,25.9,15.92,68.24,82.52,100.76
7682,72.0,28.0,56.0,25.86,13.95,68.51,72.73,100.76
7683,59.0,32.0,24.0,25.74,15.36,68.86,71.66,100.76
7684,69.0,25.0,55.0,25.61,16.78,69.2,70.59,100.77
7685,67.0,23.0,55.0,25.46,17.94,70.11,76.68,100.76
7686,11.0,5.0,66.0,25.32,19.09,71.02,82.76,100.75
7687,20.0,28.0,36.0,25.3,17.31,71.32,77.74,100.75
7688,45.0,5.0,20.0,25.27,15.54,71.63,72.73,100.75
7689,27.0,26.0,59.0,25.1,15.39,72.18,52.16,100.75
7690,14.0,36.0,69.0,24.93,15.24,72.73,31.58,100.75
7691,25.0,35.0,44.0,24.9,15.4,72.89,32.94,100.75
7692,85.0,12.0,45.0,24.88,15.56,73.04,34.29,100.75
7693,88.0,41.0,42.0,24.67,15.36,73.92,32.53,100.76
7694,57.0,11.0,36.0,24.46,15.17,74.79,30.77,100.76
7695,51.0,29.0,58.0,24.18,15.54,75.6,38.02,100.76
7696,25.0,16.0,63.0,23.89,15.92,76.41,45.28,100.77
7697,60.0,1.0,64.0,23.66,15.52,77.58,52.64,100.78
7698,14.0,19.0,68.0,23.44,15.13,78.75,60.0,100.78
7699,46.0,32.0,52.0,23.3,15.87,79.27,50.34,100.78
7700,26.0,43.0,22.0,23.16,16.6,79.79,40.68,100.79
7701,59.0,33.0,20.0,22.96,15.84,80.77,35.72,100.8
7702,15.0,10.0,24.0,22.75,15.08,81.75,30.77,100.8
7703,52.0,21.0,32.0,22.54,15.23,82.62,44.66,100.8
7704,84.0,17.0,44.0,22.32,15.38,83.48,58.54,100.8
7705,63.0,36.0,26.0,22.05,14.79,84.72,44.66,100.8
7706,48.0,35.0,64.0,21.78,14.2,85.95,30.77,100.79
7707,40.0,7.0,67.0,21.48,15.01,87.15,45.38,100.79
7708,42.0,14.0,33.0,21.19,15.82,88.35,60.0,100.79
7709,63.0,7.0,63.0,21.04,14.74,89.09,43.18,100.79
7710,78.0,3.0,51.0,20.9,13.67,89.83,26.37,100.79
7711,89.0,6.0,70.0,20.78,13.36,90.28,39.27,100.79
7712,1.0,40.0,45.0,20.67,13.05,90.72,52.17,100.79
7713,46.0,26.0,24.0,20.56,12.9,91.14,53.08,100.8
7714,67.0,17.0,20.0,20.45,12.76,91.56,53.99,100.82
7715,6.0,12.0,47.0,20.34,12.62,91.99,54.9,100.83
7716,37.0,4.0,51.0,20.23,12.47,92.41,55.81,100.84
7717,17.0,17.0,65.0,20.05,12.1,93.21,51.38,100.85
7718,42.0,36.0,60.0,19.88,11.73,94.02,46.96,100.86
7719,18.0,2.0,35.0,19.7,11.36,94.82,42.53,100.86
7720,19.0,22.0,22.0,19.52,10.99,95.62,38.1,100.87
7721,2.0,27.0,70.0,19.46,9.68,95.81,34.24,100.88
7722,66.0,14.0,36.0,19.4,8.36,96.0,30.38,100.88
7723,60.0,28.0,38.0,19.4,8.84,96.0,38.26,100.88
7724,79.0,21.0,20.0,19.4,9.33,96.0,46.15,100.88
7725,88.0,0.0,29.0,19.4,9.37,96.0,45.72,100.89
7726,5.0,14.0,30.0,19.39,9.41,96.0,45.28,100.9
7727,23.0,9.0,45.0,19.44,9.3,96.0,43.33,100.91
7728,77.0,11.0,60.0,19.5,9.2,96.0,41.38,100.92
7729,76.0,23.0,31.0,19.53,9.36,96.0,35.69,100.93
7730,34.0,45.0,32.0,19.56,9.51,96.0,30.0,100.94
7731,80.0,9.0,63.0,19.62,8.09,96.0,27.63,100.95
7732,15.0,43.0,23.0,19.69,6.67,96.0,25.26,100.96
7733,60.0,16.0,42.0,19.74,7.34,96.0,30.71,100.97
7734,61.0,7.0,35.0,19.78,8.02,96.0,36.16,100.98
7735,37.0,26.0,37.0,19.83,8.69,96.0,41.61,100.98
7736,80.0,5.0,49.0,19.87,9.36,96.0,47.06,100.99
7737,67.0,20.0,52.0,19.81,10.63,96.0,46.17,101.0
7738,66.0,9.0,31.0,19.75,11.9,96.0,45.28,101.0
7739,71.0,23.0,29.0,19.68,11.63,96.0,44.07,101.0
7740,15.0,25.0,23.0,19.6,11.36,96.0,42.86,101.0
7741,72.0,27.0,45.0,19.5,11.58,96.0,34.06,101.01
7742,12.0,42.0,34.0,19.39,11.8,96.0,25.26,101.02
7743,61.0,42.0,40.0,19.22,11.14,96.0,37.63,101.02
7744,52.0,14.0,62.0,19.04,10.49,96.0,50.0,101.01
7745,65.0,37.0,45.0,19.15,9.64,96.0,47.64,101.0
7746,20.0,17.0,36.0,19.26,8.79,96.0,45.28,101.0
7747,12.0,4.0,22.0,19.36,8.7,96.0,43.7,101.01
7748,46.0,6.0,26.0,19.46,8.62,96.0,42.11,101.02
7749,21.0,7.0,24.0,19.46,9.05,96.0,47.12,101.02
7750,6.0,22.0,32.0,19.47,9.49,96.0,52.13,101.03
7751,76.0,17.0,66.0,19.47,9.92,96.0,57.14,101.03
7752,11.0,31.0,56.0,19.38,9.89,96.0,56.48,101.03
7753,84.0,34.0,39.0,19.28,9.86,96.0,55.81,101.03
7754,51.0,28.0,27.0,19.29,10.36,96.0,52.9,101.04
7755,22.0,6.0,64.0,19.3,10.87,96.0,50.0,101.04
7756,2.0,14.0,69.0,19.38,9.7,96.0,47.22,101.04
7757,51.0,41.0,50.0,19.46,8.52,96.0,44.44,101.04
7758,10.0,44.0,56.0,19.42,8.59,96.0,31.52,101.04
7759,59.0,1.0,62.0,19.38,8.66,96.0,18.6,101.03
7760,73.0,19.0,47.0,19.29,8.38,96.0,26.69,101.04
7761,90.0,9.0,42.0,19.2,8.11,96.0,34.78,101.04
7762,84.0,3.0,39.0,19.15,7.98,96.0,33.18,101.04
7763,17.0,6.0,43.0,19.1,7.85,96.0,31.58,101.04
7764,78.0,9.0,38.0,19.1,7.9,96.0,30.25,101.04
7765,50.0,15.0,47.0,19.1,7.95,96.0,28.92,101.04
7766,19.0,0.0,24.0,19.15,8.62,96.0,24.22,101.04
7767,82.0,32.0,58.0,19.19,9.29,96.0,19.51,101.04
7768,75.0,4.0,27.0,19.2,8.88,96.0,27.66,101.04
7769,84.0,29.0,30.0,19.2,8.48,96.0,35.82,101.04
7770,78.0,17.0,66.0,19.2,9.04,96.0,36.09,101.04
7771,29.0,30.0,29.0,19.19,9.6,96.0,36.36,101.04
7772,39.0,12.0,57.0,19.12,9.37,96.0,32.47,101.04
7773,80.0,12.0,37.0,19.05,9.14,96.0,28.57,101.04
7774,43.0,27.0,36.0,19.02,8.91,96.0,30.28,101.04
7775,64.0,7.0,29.0,18.99,8.68,96.0,32.0,101.04
7776,88.0,20.0,37.0,18.99,9.41,96.0,38.22,101.04
7777,84.0,22.0,51.0,19.0,10.15,96.0,44.44,101.05
7778,59.0,1.0,57.0,19.02,9.76,96.0,45.3,101.06
7779,42.0,30.0,35.0,19.05,9.38,96.0,46.15,101.06
7780,46.0,18.0,62.0,19.11,9.7,96.0,45.3,101.06
7781,70.0,0.0,70.0,19.17,10.02,96.0,44.44,101.05
7782,71.0,15.0,50.0,19.17,9.32,96.0,35.7,101.04
7783,16.0,36.0,56.0,19.17,8.62,96.0,26.97,101.04
7784,47.0,45.0,31.0,19.14,8.3,96.0,34.92,101.04
7785,51.0,7.0,27.0,19.1,7.98,96.0,42.86,101.03
7786,67.0,43.0,59.0,19.15,7.43,96.0,34.34,101.03
7787,25.0,15.0,24.0,19.19,6.88,96.0,25.81,101.03
7788,17.0,42.0,53.0,19.2,7.21,96.0,25.54,101.04
7789,9.0,28.0,33.0,19.2,7.54,96.0,25.26,101.04
7790,67.0,43.0,28.0,19.24,7.46,96.0,28.84,101.03
7791,3.0,20.0,29.0,19.27,7.37,96.0,32.43,101.02
7792,87.0,36.0,34.0,19.32,6.18,96.0,25.38,101.02
7793,26.0,34.0,28.0,19.37,4.99,96.0,18.32,101.02
7794,67.0,14.0,53.0,19.4,6.12,96.0,26.3,101.02
7795,28.0,15.0,69.0,19.44,7.24,96.0,34.29,101.03
7796,12.0,34.0,28.0,19.46,7.92,96.0,33.36,101.03
7797,37.0,8.0,53.0,19.49,8.6,96.0,32.43,101.03
7798,77.0,6.0,53.0,19.44,8.62,96.0,34.97,101.03
7799,40.0,42.0,50.0,19.39,8.64,96.0,37.5,101.03
7800,10.0,11.0,68.0,19.27,7.97,96.0,29.66,101.02
7801,67.0,11.0,31.0,19.15,7.3,96.0,21.82,101.02
7802,56.0,19.0,46.0,19.07,7.44,96.0,25.91,101.02
7803,34.0,10.0,52.0,18.99,7.58,96.0,30.0,101.02
7804,74.0,45.0,66.0,19.06,7.38,96.0,21.9,101.01
7805,57.0,38.0,35.0,19.14,7.18,96.0,13.79,101.0
7806,30.0,19.0,44.0,19.24,7.44,96.0,24.54,101.0
7807,18.0,9.0,47.0,19.33,7.7,96.0,35.29,100.99
7808,14.0,39.0,31.0,19.36,7.37,96.0,33.78,100.99
7809,58.0,10.0,58.0,19.39,7.03,96.0,32.28,100.98
7810,83.0,14.0,36.0,19.42,6.7,96.0,30.77,100.98
7811,21.0,41.0,69.0,19.48,7.88,96.0,40.92,100.98
7812,15.0,36.0,65.0,19.55,9.06,96.0,51.06,100.98
7813,11.0,18.0,40.0,19.53,10.12,96.0,54.1,100.98
7814,27.0,27.0,25.0,19.51,11.18,96.0,57.14,100.97
7815,79.0,40.0,46.0,19.51,10.73,96.0,48.24,100.96
7816,89.0,10.0,29.0,19.5,10.28,96.0,39.34,100.96
7817,76.0,15.0,20.0,19.52,10.58,96.0,45.2,100.96
7818,89.0,38.0,42.0,19.53,10.89,96.0,51.06,100.97
7819,25.0,26.0,55.0,19.54,10.56,96.0,47.75,100.97
7820,77.0,21.0,54.0,19.54,10.22,96.0,44.44,100.97
7821,38.0,32.0,46.0,19.52,10.2,96.0,40.13,100.96
7822,50.0,42.0,53.0,19.5,10.17,96.0,35.82,100.95
7823,7.0,14.0,69.0,19.5,10.08,96.0,38.25,100.94
7824,33.0,6.0,47.0,19.5,9.99,96.0,40.68,100.94
7825,63.0,15.0,31.0,19.5,10.3,96.0,45.34,100.92
7826,46.0,24.0,65.0,19.51,10.62,96.0,50.0,100.91
7827,65.0,20.0,31.0,19.55,10.73,96.0,37.0,100.92
7828,31.0,7.0,53.0,19.59,10.84,96.0,24.0,100.93
7829,76.0,22.0,24.0,19.56,9.8,96.0,22.62,100.93
7830,3.0,16.0,20.0,19.54,8.75,96.0,21.24,100.92
7831,6.0,19.0,56.0,19.43,9.41,96.0,19.44,100.92
7832,35.0,21.0,44.0,19.33,10.06,96.0,17.65,100.91
7833,53.0,6.0,26.0,19.32,10.08,96.0,19.93,100.92
7834,12.0,31.0,64.0,19.31,10.1,96.0,22.22,100.92
7835,8.0,24.0,27.0,19.3,8.91,96.0,26.11,100.92
7836,51.0,0.0,68.0,19.3,7.72,96.0,30.0,100.92
7837,15.0,30.0,55.0,19.27,8.3,96.0,33.46,100.93
7838,20.0,28.0,59.0,19.25,8.89,96.0,36.92,100.93
7839,68.0,2.0,60.0,19.23,8.82,96.0,32.75,100.93
7840,31.0,31.0,23.0,19.2,8.76,96.0,28.57,100.93
7841,12.0,21.0,25.0,19.16,8.91,96.0,31.93,100.94
7842,52.0,23.0,63.0,19.12,9.07,96.0,35.29,100.94
7843,66.0,24.0,35.0,19.08,9.25,96.0,38.7,100.95
7844,26.0,26.0,33.0,19.03,9.44,96.0,42.11,100.96
7845,31.0,7.0,28.0,19.07,8.72,96.0,43.7,100.96
7846,86.0,8.0,69.0,19.11,8.01,96.0,45.28,100.95
7847,65.0,28.0,31.0,19.16,8.38,96.0,41.1,100.96
7848,50.0,3.0,28.0,19.2,8.76,96.0,36.92,100.96
7849,50.0,41.0,28.0,19.16,8.48,96.0,36.64,100.96
7850,83.0,15.0,21.0,19.11,8.19,96.0,36.36,100.96
7851,72.0,28.0,40.0,19.06,8.63,96.0,40.82,100.96
7852,35.0,25.0,70.0,19.01,9.07,96.0,45.28,100.97
7853,28.0,1.0,31.0,19.0,9.21,96.0,44.49,100.98
7854,28.0,22.0,55.0,18.98,9.36,96.0,43.7,100.98
7855,19.0,14.0,28.0,18.97,9.5,96.0,42.9,100.98
7856,41.0,6.0,42.0,18.96,9.64,96.0,42.11,100.99
7857,80.0,10.0,42.0,18.98,8.66,96.0,33.42,100.99
7858,34.0,4.0,52.0,19.0,7.67,96.0,24.74,100.99
7859,21.0,9.0,33.0,19.0,8.1,96.0,26.49,101.0
7860,55.0,27.0,52.0,19.0,8.54,96.0,28.24,101.01
7861,36.0,43.0,25.0,18.99,8.32,96.0,30.56,101.01
7862,26.0,37.0,52.0,18.98,8.09,96.0,32.88,101.01
7863,77.0,39.0,28.0,19.01,8.36,96.0,39.08,101.02
7864,26.0,16.0,45.0,19.04,8.63,96.0,45.28,101.02
7865,90.0,43.0,67.0,19.1,8.54,96.0,33.96,101.01
7866,84.0,31.0,46.0,19.16,8.45,96.0,22.64,101.0
7867,34.0,17.0,35.0,19.17,8.69,96.0,28.21,101.01
7868,49.0,36.0,20.0,19.17,8.94,96.0,33.77,101.01
7869,63.0,30.0,61.0,19.18,9.18,96.0,39.34,101.02
7870,80.0,2.0,64.0,19.24,9.18,96.0,37.06,101.02
7871,62.0,40.0,57.0,19.29,9.18,96.0,34.78,101.03
7872,81.0,17.0,29.0,19.36,9.12,96.0,42.39,101.04
7873,59.0,7.0,35.0,19.44,9.06,96.0,50.0,101.05
7874,85.0,38.0,64.0,19.47,9.65,96.0,49.0,101.06
7875,50.0,21.0,29.0,19.5,10.24,96.0,48.0,101.08
7876,86.0,36.0,49.0,19.56,8.94,95.9,39.38,101.08
7877,84.0,6.0,32.0,19.62,7.63,95.81,30.77,101.08
7878,90.0,12.0,59.0,19.66,7.8,95.56,33.56,101.08
7879,49.0,0.0,21.0,19.69,7.97,95.31,36.36,101.09
7880,66.0,3.0,40.0,19.76,9.06,94.86,37.23,101.09
7881,69.0,3.0,65.0,19.83,10.14,94.41,38.1,101.09
7882,5.0,40.0,49.0,19.96,10.23,93.54,29.86,101.1
7883,31.0,11.0,31.0,20.1,10.32,92.68,21.62,101.12
7884,87.0,5.0,26.0,20.15,10.14,92.18,31.86,101.13
7885,43.0,11.0,48.0,20.19,9.95,91.68,42.11,101.14
7886,29.0,12.0,21.0,20.4,9.6,90.79,36.54,101.14
7887,58.0,10.0,31.0,20.62,9.25,89.9,30.97,101.15
7888,64.0,3.0,37.0,20.84,8.9,89.01,25.4,101.16
7889,26.0,34.0,21.0,21.05,8.55,88.12,19.83,101.16
7890,12.0,15.0,57.0,21.12,10.38,86.81,31.74,101.17
7891,83.0,41.0,56.0,21.2,12.2,85.5,43.64,101.18
7892,34.0,39.0,40.0,21.58,12.28,84.2,34.06,101.19
7893,16.0,31.0,27.0,21.96,12.36,82.91,24.49,101.2
7894,39.0,21.0,23.0,22.27,11.73,81.01,23.9,101.19
7895,35.0,31.0,66.0,22.58,11.1,79.11,23.3,101.18
7896,34.0,0.0,21.0,22.74,11.28,78.67,25.44,101.18
7897,75.0,23.0,37.0,22.89,11.47,78.23,27.59,101.18
7898,87.0,38.0,25.0,24.02,11.24,73.96,26.16,101.19
7899,31.0,1.0,58.0,25.16,11.0,69.68,24.74,101.2
7900,69.0,6.0,58.0,25.66,11.06,67.96,23.08,101.2
7901,43.0,6.0,20.0,26.17,11.12,66.24,21.43,101.21
7902,50.0,40.0,55.0,25.74,11.76,66.9,41.48,101.2
7903,23.0,43.0,66.0,25.31,12.39,67.57,61.54,101.2
7904,38.0,22.0,22.0,25.79,12.82,66.12,44.72,101.2
7905,30.0,13.0,54.0,26.27,13.26,64.68,27.91,101.2
7906,35.0,43.0,70.0,25.92,12.61,65.39,36.6,101.2
7907,40.0,31.0,48.0,25.57,11.96,66.09,45.28,101.21
7908,46.0,11.0,61.0,25.56,12.34,66.2,35.98,101.21
7909,46.0,43.0,31.0,25.54,12.72,66.32,26.67,101.21
7910,40.0,21.0,61.0,26.18,12.21,64.19,26.1,101.22
7911,57.0,19.0,32.0,26.83,11.7,62.07,25.53,101.23
7912,20.0,15.0,48.0,26.95,12.48,61.36,39.43,101.23
7913,39.0,12.0,64.0,27.07,13.26,60.66,53.33,101.23
7914,44.0,34.0,21.0,27.44,12.4,59.49,38.91,101.22
7915,12.0,40.0,60.0,27.8,11.54,58.32,24.49,101.22
7916,45.0,36.0,64.0,27.24,10.16,59.9,22.86,101.22
7917,32.0,20.0,41.0,26.69,8.79,61.47,21.24,101.23
7918,81.0,3.0,66.0,27.42,9.98,59.51,36.15,101.22
7919,13.0,15.0,23.0,28.14,11.18,57.55,51.06,101.22
7920,72.0,5.0,66.0,27.92,10.97,57.6,46.96,101.22
7921,59.0,32.0,42.0,27.71,10.76,57.66,42.86,101.22
7922,6.0,17.0,23.0,26.86,11.0,60.12,46.43,101.22
7923,40.0,15.0,23.0,26.01,11.24,62.59,50.0,101.22
7924,68.0,44.0,45.0,26.54,11.5,61.2,44.36,101.22
7925,50.0,18.0,59.0,27.06,11.75,59.82,38.71,101.21
7926,24.0,5.0,23.0,27.28,11.34,59.27,31.01,101.2
7927,30.0,3.0,49.0,27.51,10.93,58.72,23.3,101.19
7928,24.0,5.0,52.0,28.08,11.94,57.08,36.14,101.18
7929,26.0,10.0,54.0,28.65,12.96,55.45,48.98,101.18
7930,66.0,36.0,21.0,28.26,13.89,56.1,55.26,101.18
7931,88.0,11.0,49.0,27.87,14.81,56.74,61.54,101.17
7932,52.0,10.0,38.0,28.22,14.0,56.28,45.4,101.16
7933,14.0,38.0,52.0,28.57,13.19,55.81,29.27,101.16
7934,86.0,20.0,61.0,28.83,13.7,54.75,39.64,101.16
7935,32.0,23.0,24.0,29.09,14.22,53.69,50.0,101.15
7936,63.0,2.0,46.0,28.75,14.18,54.78,47.64,101.15
7937,35.0,27.0,66.0,28.41,14.14,55.88,45.28,101.14
7938,31.0,26.0,62.0,27.7,14.76,57.44,52.64,101.15
7939,45.0,7.0,59.0,27.0,15.37,59.01,60.0,101.15
7940,68.0,12.0,51.0,27.32,14.42,57.82,46.22,101.15
7941,80.0,8.0,69.0,27.63,13.48,56.64,32.43,101.14
7942,41.0,0.0,30.0,27.22,14.14,57.12,35.89,101.14
7943,40.0,22.0,70.0,26.81,14.79,57.61,39.34,101.14
7944,56.0,2.0,64.0,25.72,14.26,61.24,43.67,101.14
7945,21.0,33.0,52.0,24.64,13.74,64.88,48.0,101.13
7946,15.0,34.0,21.0,25.33,13.13,63.88,38.82,101.12
7947,7.0,23.0,26.0,26.02,12.52,62.88,29.63,101.12
7948,47.0,1.0,36.0,26.44,12.33,61.22,29.1,101.12
7949,68.0,17.0,67.0,26.86,12.14,59.57,28.57,101.13
7950,41.0,13.0,67.0,26.93,11.46,59.08,25.1,101.14
7951,9.0,23.0,61.0,27.0,10.77,58.59,21.62,101.14
7952,58.0,18.0,24.0,27.06,10.64,58.56,26.0,101.12
7953,59.0,19.0,47.0,27.13,10.5,58.53,30.38,101.11
7954,47.0,45.0,63.0,26.44,10.68,60.46,39.19,101.12
7955,67.0,26.0,60.0,25.75,10.86,62.39,48.0,101.12
7956,6.0,18.0,23.0,25.74,10.6,62.8,43.05,101.12
7957,3.0,37.0,66.0,25.74,10.34,63.22,38.1,101.11
7958,12.0,34.0,48.0,25.86,10.88,62.59,43.54,101.1
7959,17.0,18.0,60.0,25.98,11.42,61.96,48.98,101.09
7960,55.0,23.0,53.0,25.92,11.45,62.24,44.16,101.08
7961,25.0,18.0,23.0,25.86,11.48,62.51,39.34,101.08
7962,40.0,5.0,31.0,25.88,10.37,62.11,39.67,101.08
7963,82.0,17.0,32.0,25.89,9.26,61.71,40.0,101.08
7964,32.0,3.0,34.0,25.75,9.05,62.08,41.06,101.07
7965,5.0,28.0,28.0,25.61,8.84,62.46,42.11,101.07
7966,26.0,44.0,36.0,25.45,8.78,63.08,34.39,101.07
7967,15.0,6.0,34.0,25.29,8.73,63.69,26.67,101.08
7968,28.0,3.0,61.0,25.5,9.38,62.66,32.08,101.07
7969,73.0,40.0,39.0,25.72,10.04,61.64,37.5,101.06
7970,62.0,13.0,55.0,25.67,11.05,61.57,46.02,101.06
7971,26.0,14.0,57.0,25.63,12.06,61.5,54.55,101.07
7972,36.0,19.0,21.0,25.39,12.12,62.53,56.54,101.07
7973,90.0,22.0,51.0,25.15,12.19,63.56,58.54,101.07
7974,81.0,26.0,47.0,24.63,11.4,64.77,56.54,101.07
7975,47.0,0.0,20.0,24.11,10.61,65.98,54.55,101.08
7976,20.0,5.0,61.0,23.85,11.14,67.18,60.61,101.07
7977,26.0,44.0,45.0,23.59,11.66,68.38,66.67,101.07
7978,28.0,44.0,44.0,24.01,11.1,67.27,60.61,101.07
7979,85.0,40.0,54.0,24.43,10.54,66.16,54.55,101.07
7980,13.0,43.0,69.0,24.56,11.12,65.17,60.61,101.07
7981,24.0,40.0,33.0,24.68,11.71,64.18,66.67,101.08
7982,54.0,40.0,51.0,24.28,11.76,65.3,64.1,101.09
7983,3.0,24.0,46.0,23.89,11.82,66.41,61.54,101.1
7984,63.0,23.0,54.0,23.2,12.18,68.62,63.2,101.09
7985,15.0,41.0,22.0,22.52,12.54,70.83,64.86,101.08
7986,62.0,14.0,68.0,22.55,11.95,71.07,59.1,101.08
7987,81.0,38.0,39.0,22.58,11.37,71.32,53.33,101.08
